,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
8443,35,entrepreneur,married,high.school,no,no,yes,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8444,37,housemaid,married,basic.4y,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8447,59,retired,married,professional.course,no,yes,no,telephone,jun,tue,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8448,45,technician,divorced,professional.course,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8449,29,self-employed,single,professional.course,no,no,no,telephone,jun,tue,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8454,45,services,married,high.school,no,yes,no,telephone,jun,tue,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8455,32,self-employed,divorced,university.degree,no,no,yes,telephone,jun,tue,21,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8456,33,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8458,38,services,divorced,basic.6y,no,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8459,47,admin.,married,university.degree,no,yes,no,telephone,jun,tue,9,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8460,41,management,married,university.degree,no,no,no,telephone,jun,tue,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8461,41,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8462,43,management,married,high.school,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8463,34,services,single,high.school,no,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8466,48,blue-collar,married,professional.course,no,no,no,telephone,jun,tue,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8467,37,technician,married,high.school,no,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8469,47,technician,married,professional.course,no,no,no,telephone,jun,tue,20,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8471,42,admin.,married,university.degree,no,no,no,telephone,jun,tue,14,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8472,28,services,single,high.school,no,no,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8473,36,admin.,single,university.degree,no,yes,yes,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8474,49,admin.,married,university.degree,no,no,no,telephone,jun,tue,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8476,28,blue-collar,single,basic.9y,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8477,35,entrepreneur,married,university.degree,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8479,42,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8480,36,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8481,36,admin.,married,university.degree,no,yes,no,telephone,jun,tue,11,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8482,45,entrepreneur,married,high.school,no,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8488,36,admin.,single,high.school,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8491,30,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,11,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8493,42,technician,single,high.school,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8494,44,admin.,married,university.degree,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8496,26,admin.,single,high.school,no,yes,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8497,30,services,divorced,basic.9y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8499,26,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8500,50,admin.,married,university.degree,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8501,34,entrepreneur,married,basic.4y,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8502,52,retired,married,basic.4y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
8503,58,admin.,single,university.degree,no,no,yes,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8504,50,technician,married,professional.course,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8505,43,blue-collar,married,basic.4y,no,yes,no,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8510,31,technician,married,professional.course,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8512,46,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8513,30,blue-collar,married,basic.4y,no,yes,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8514,30,student,single,high.school,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
8517,41,admin.,married,university.degree,no,no,no,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8518,48,admin.,divorced,high.school,no,no,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8520,41,self-employed,married,basic.4y,no,yes,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8522,31,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8525,42,blue-collar,single,basic.4y,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8526,32,blue-collar,married,professional.course,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8527,47,admin.,divorced,university.degree,no,no,no,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8529,39,admin.,married,high.school,no,yes,no,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
8531,26,blue-collar,single,basic.6y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8532,32,blue-collar,single,university.degree,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8534,30,admin.,married,university.degree,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8535,38,admin.,single,university.degree,no,no,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
8536,25,admin.,single,high.school,no,yes,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8537,33,admin.,married,university.degree,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8540,29,admin.,married,high.school,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8541,42,admin.,married,basic.6y,no,yes,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8542,35,admin.,single,high.school,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
8543,60,admin.,married,high.school,no,no,yes,telephone,jun,wed,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8544,48,admin.,married,high.school,no,yes,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8546,46,admin.,married,high.school,no,yes,yes,telephone,jun,wed,10,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8547,30,services,single,professional.course,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8549,34,admin.,single,university.degree,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8550,37,admin.,divorced,university.degree,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8551,24,student,single,high.school,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8552,58,services,married,basic.4y,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8553,59,retired,married,professional.course,no,yes,no,telephone,jun,wed,9,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8554,36,entrepreneur,married,university.degree,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8555,28,management,single,university.degree,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8556,31,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8557,23,blue-collar,single,basic.9y,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8558,34,technician,divorced,basic.9y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8559,40,admin.,married,high.school,no,yes,yes,telephone,jun,wed,10,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8561,25,blue-collar,married,high.school,no,no,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8562,33,admin.,married,university.degree,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8563,26,technician,single,professional.course,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8564,32,admin.,single,university.degree,no,yes,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8565,50,admin.,single,university.degree,no,no,no,telephone,jun,wed,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8566,32,admin.,single,university.degree,no,no,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8567,26,technician,single,professional.course,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8568,34,admin.,married,high.school,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
8569,31,services,single,high.school,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8570,34,management,married,university.degree,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8571,31,services,single,high.school,no,yes,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8572,26,blue-collar,single,basic.6y,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8574,26,management,single,basic.9y,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8575,27,self-employed,single,university.degree,no,yes,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8576,30,blue-collar,married,high.school,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8577,50,admin.,married,high.school,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8578,55,retired,divorced,professional.course,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8580,52,retired,married,basic.4y,no,no,yes,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8581,36,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8582,29,admin.,single,high.school,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8583,36,blue-collar,married,basic.4y,no,no,no,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8584,26,admin.,married,high.school,no,yes,yes,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8585,25,admin.,married,high.school,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8586,45,self-employed,single,high.school,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8587,28,blue-collar,single,high.school,no,yes,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8588,31,blue-collar,divorced,basic.9y,no,yes,yes,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8590,32,services,married,high.school,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8591,57,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8592,27,blue-collar,single,basic.6y,no,yes,yes,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8593,39,blue-collar,married,basic.6y,no,yes,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8595,29,admin.,single,high.school,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8596,31,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
8597,25,services,single,high.school,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8600,49,housemaid,divorced,basic.6y,no,yes,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8602,35,student,single,high.school,no,no,no,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8603,32,admin.,married,university.degree,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
8605,28,blue-collar,single,basic.9y,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8606,33,admin.,single,university.degree,no,yes,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8607,33,unemployed,married,basic.9y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
8608,25,admin.,single,high.school,no,yes,yes,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8609,25,student,single,high.school,no,no,yes,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8610,32,housemaid,married,university.degree,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8611,25,admin.,married,university.degree,no,yes,no,telephone,jun,wed,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8612,31,admin.,single,university.degree,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8613,42,admin.,divorced,university.degree,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8615,52,blue-collar,married,basic.4y,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8616,26,student,single,high.school,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8617,40,housemaid,divorced,high.school,no,no,no,telephone,jun,wed,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
8618,29,admin.,single,university.degree,no,no,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8619,31,blue-collar,married,high.school,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8621,36,blue-collar,married,basic.9y,no,no,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
8622,56,admin.,married,university.degree,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8623,48,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8625,27,technician,single,university.degree,no,no,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8626,26,admin.,single,high.school,no,no,no,telephone,jun,wed,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8628,35,blue-collar,married,high.school,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8629,56,housemaid,married,basic.4y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8630,34,technician,divorced,basic.9y,no,no,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8631,39,admin.,single,high.school,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8632,31,admin.,married,university.degree,no,yes,no,telephone,jun,wed,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8633,49,admin.,married,university.degree,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8634,42,services,married,basic.9y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8636,37,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8638,39,admin.,single,high.school,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8646,51,unemployed,married,basic.4y,no,no,yes,telephone,jun,wed,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8647,33,admin.,single,high.school,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8648,25,admin.,single,university.degree,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8649,23,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8650,35,admin.,married,high.school,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8651,29,unemployed,single,university.degree,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8652,42,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8653,32,admin.,single,high.school,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8655,38,admin.,married,high.school,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8656,41,entrepreneur,married,basic.4y,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8657,40,blue-collar,married,basic.4y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8658,32,admin.,single,high.school,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8660,27,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8663,35,technician,single,professional.course,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8664,30,services,single,high.school,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8665,36,admin.,married,basic.9y,no,no,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8666,26,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8667,26,admin.,married,high.school,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8668,32,blue-collar,married,basic.4y,no,no,no,telephone,jun,wed,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8669,29,admin.,single,high.school,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8670,26,self-employed,married,university.degree,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8671,46,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8672,39,technician,married,professional.course,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8673,46,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8674,27,unemployed,single,university.degree,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8675,32,admin.,married,university.degree,no,no,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8676,48,admin.,divorced,professional.course,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8678,32,technician,married,professional.course,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8679,23,services,single,high.school,no,no,no,telephone,jun,wed,9,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8682,27,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8683,53,admin.,divorced,university.degree,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8686,52,management,divorced,university.degree,no,no,no,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8687,36,entrepreneur,married,university.degree,no,yes,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8688,27,services,single,high.school,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8689,38,admin.,single,university.degree,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8691,29,blue-collar,single,university.degree,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8693,29,services,married,high.school,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8694,45,admin.,single,high.school,no,no,no,telephone,jun,wed,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8695,56,admin.,single,basic.9y,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8698,39,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8700,28,admin.,married,high.school,no,no,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8701,45,blue-collar,married,high.school,no,no,no,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8702,36,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8703,36,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8704,47,blue-collar,married,basic.9y,no,no,yes,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8706,31,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8708,44,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8709,24,technician,single,high.school,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8711,54,entrepreneur,married,university.degree,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8715,55,retired,divorced,professional.course,no,yes,no,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8716,27,technician,married,professional.course,no,yes,yes,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8717,54,technician,married,professional.course,no,yes,no,telephone,jun,wed,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8718,25,services,single,high.school,no,no,yes,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8719,40,technician,married,professional.course,no,no,no,telephone,jun,wed,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8722,46,admin.,divorced,university.degree,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8723,46,blue-collar,married,high.school,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8725,30,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8726,39,admin.,single,high.school,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8728,36,technician,married,basic.9y,no,yes,yes,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8729,33,blue-collar,married,basic.4y,no,yes,yes,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
